轮次,判别器损失,生成器对抗损失,生成器特征损失,生成器残差约束损失,生成器总损失,Wasserstein估计,梯度惩罚,判别器更新次数,生成器更新次数
93,-0.11537162265107956,-26.606860408076532,0.0004543202985250564,0.001548477996106225,-26.603218149255824,0.15017464720172646,0.003480302471736515,81,27
94,-0.118437553997393,-26.629587244104457,0.0004949224509160828,0.0015018150119835304,-26.625620312160915,0.15241114298502603,0.003397358893301844,81,27
95,-0.11151694067190458,-26.82645691765679,0.00046432178081616895,0.0012980007881264169,-26.822736033686883,0.145133571860231,0.003361663016502136,81,27
96,-0.11121324641791022,-27.214194191826714,0.000559176303256579,0.0016309504647290818,-27.209712699607568,0.14480878099983122,0.003359553497572096,81,27
97,-0.11077399602458801,-27.914709797611945,0.0007577915740613309,0.0024042361312442357,-27.908635669284397,0.14311357192051263,0.0032339575858556747,81,27
98,-0.11548405950084145,-27.840495921947337,0.0007410564441535691,0.002325567774716075,-27.834555873164422,0.1459901597764757,0.003050610050127876,81,27
99,-0.10223844845169856,-27.839359989872687,0.0006779530419778355,0.0019414213192821652,-27.833926660043222,0.13371250953203367,0.00314740614425161,81,27
100,-0.10830274104704092,-27.57075267367893,0.0005953278752578491,0.001918534088569383,-27.565980346114547,0.13924097131799767,0.003093823063313777,81,27
101,-0.10830980925648301,-27.825794361255788,0.000506431640436252,0.0014730253024026752,-27.821735664650245,0.13784064775631752,0.002953083846534108,81,27
102,-0.09854530351075494,-27.689397741247106,0.0006486499354381252,0.0020499877088392773,-27.684198238231517,0.12952281810619212,0.003097751463136785,81,27
103,-0.09574686220766586,-28.38786181697139,0.0008231659281860899,0.0028289307029572904,-28.38126239070186,0.12684855049039112,0.0031101688531365384,81,27
104,-0.10180296284365065,-28.161436010290075,0.0007309743334728948,0.002575053566100973,-28.155575222439236,0.1293710779260706,0.0027568114434230935,81,27
105,-0.10088647476592917,-28.278659679271556,0.0006460164257549439,0.002210299626717137,-28.27348045066551,0.13061198481807001,0.0029725509632470798,81,27
106,-0.11317181484888733,-28.55595221342864,0.0007361890640351232,0.0022642391958032494,-28.55005130061397,0.14096806373125242,0.0027796249013152664,81,27
107,-0.09339008573442698,-29.11798236988209,0.0005699058189444864,0.0016925200039555352,-29.113414411191588,0.12356678056128231,0.0030176694875721027,81,27
108,-0.10111376224660579,-29.546640466760707,0.0005890913927470576,0.0017641597875842341,-29.54191886054145,0.12932424192075376,0.0028210479326339234,81,27
109,-0.09546643219612262,-29.449605447274667,0.0007245834449012936,0.0021773391204920633,-29.443797994543004,0.12255223592122395,0.002708580339166485,81,27
110,-0.08446678657222677,-30.127231385972763,0.0007458797529883062,0.0021419994343348124,-30.121253896642614,0.11045331130793065,0.0025986524609227977,81,27
111,-0.09642346069952588,-30.21717276396575,0.0006165196968208033,0.001920088060648629,-30.212231035585756,0.12403728343822339,0.002761382277606538,81,27
112,-0.09654055328832732,-29.986920533356844,0.0005162050257678385,0.0017569654371106514,-29.982782010678893,0.12344527538911795,0.002690472226175997,81,27
113,-0.10239908270491863,-29.86229705810547,0.000522962252337796,0.001667822088132164,-29.858105270950883,0.12971746185679495,0.0027318379057019396,81,27
114,-0.08677320438724609,-30.558688269721138,0.0005879143082657484,0.0021127680601138207,-30.553974292896413,0.1122682124008367,0.0025495008111322,81,27
115,-0.09515969268977642,-30.25453977231626,0.0006120060548979651,0.002097511323410328,-30.24963336520725,0.12191706527898341,0.0026757372931266823,81,27
116,-0.08769592604841348,-30.078766858136213,0.0005376200058014581,0.0018371365559114903,-30.074456815366393,0.11194615305205922,0.0024250227186173477,81,27
117,-0.08956695683760407,-30.77903260125054,0.00043885851293991974,0.0013747303444823181,-30.775515026516384,0.11445763670367959,0.0024890679856014934,81,27
118,-0.0883972812903884,-31.453990583066588,0.0004457752543708517,0.001283792192461314,-31.450418331004954,0.11285285007806471,0.0024455568837979235,81,27
119,-0.08405368533675317,-31.414624178851092,0.0005857810961229175,0.0015114422917745455,-31.409930335150825,0.1089940247712312,0.0024940339470408673,81,27
120,-0.07836223839793677,-31.25174656620732,0.0005279011535027099,0.0016559437391589636,-31.247515148586697,0.1017947726779514,0.0023432534509970817,81,27
