轮次,判别器损失,生成器对抗损失,生成器特征损失,生成器残差约束损失,生成器总损失,Wasserstein估计,梯度惩罚,判别器更新次数,生成器更新次数
85,-0.01901795496635231,-10.45794861404984,9.790435204329831e-05,0.0008341716774911792,-10.457148657904732,0.03500780647183642,0.0015989851629085563,81,27
86,-0.0131919961652638,-10.018325099238643,8.635637008140932e-05,0.0007580362542756591,-10.017619062353063,0.029205793215904708,0.0016013797118190538,81,27
87,-0.018069673042146513,-10.582479300322357,9.108953478668506e-05,0.0008065443576520516,-10.581734445359972,0.034178722051926604,0.001610904911900928,81,27
88,-0.01579959518103688,-11.275328247635453,9.241841945805829e-05,0.0007893695782749328,-11.27457297289813,0.031969035113299335,0.0016169439973223402,81,27
89,-0.017368501316710017,-10.945604536268446,9.235228396762438e-05,0.0007682395538453151,-10.944850356490523,0.03315122627917631,0.0015782724935158995,81,27
90,-0.016461829821590657,-10.64082905098244,8.935293792294235e-05,0.000781546489128636,-10.640098607098615,0.03196124088617019,0.0015499410991999607,81,27
91,-0.014407675989248135,-10.538250040124964,8.58379936727471e-05,0.0007200458300455163,-10.53754894821732,0.03045874466130763,0.001605106868715037,81,27
92,-0.019820229271081864,-10.20557615492079,9.231372449128819e-05,0.0007795689442126011,-10.204822010464138,0.03524976895179278,0.001542953971951602,81,27
93,-0.013325789851354963,-10.653447892930773,8.973036811868142e-05,0.0007463033587016442,-10.652715117843062,0.02914604139916691,0.0015820251672850622,81,27
94,-0.01644763938024824,-10.830321241308141,9.061091717470575e-05,0.0007758754158944443,-10.829580872147172,0.03259497513005763,0.0016147335811610116,81,27
95,-0.015172510425111762,-10.854956838819716,8.5929725038888e-05,0.0007527686345080534,-10.854254298739964,0.030567204510724102,0.0015394694005127674,81,27
96,-0.016556232719233743,-10.75183649416323,9.221246431547183e-05,0.000756530412386551,-10.751083479987251,0.03205095691445433,0.0015494724175818034,81,27
97,-0.01470405125507602,-10.914843523943865,8.887230985608228e-05,0.0007447156229453092,-10.914117565861455,0.030280077898943866,0.0015576026631651423,81,27
98,-0.018826634289673818,-11.296988204673484,9.329627317600642e-05,0.0007733284814835146,-11.296226501464844,0.034122985086323304,0.0015296350789463355,81,27
99,-0.01741627437051064,-11.781950738694933,8.326815562516761e-05,0.000713182190709092,-11.781270345052084,0.03265279605064863,0.0015236521782899667,81,27
100,-0.01823792012155424,-11.8111247309932,8.285963000768486e-05,0.0007306742427991358,-11.810447233694571,0.03378646756395882,0.001554854760337391,81,27
101,-0.016038387760887913,-12.140110934222186,8.731758080776436e-05,0.0007222259656474409,-12.139398045010036,0.03179487769986376,0.0015756489851305054,81,27
102,-0.01707671401033431,-11.982883735939309,8.765016819880757e-05,0.0007405799675594877,-11.9821676324915,0.03262804761345004,0.0015551333565747849,81,27
103,-0.017229401242033936,-11.80669120506004,8.200041459834513e-05,0.0007167381635453138,-11.80602084265815,0.03122525156280141,0.0013995850162313286,81,27
104,-0.017507265827814002,-11.458522902594673,8.784988083924098e-05,0.0007512332608543888,-11.457804997762045,0.03309734956717786,0.0015590083656004733,81,27
105,-0.015949716193624484,-11.355162938435873,8.293194588515218e-05,0.0007135669153218192,-11.354485123245805,0.03141621012746552,0.001546649391659432,81,27
106,-0.016593233440761215,-11.109030264395255,8.748264830231804e-05,0.0007228410751041439,-11.108315927010995,0.03296039722583912,0.001636716376926842,81,27
107,-0.016253155173250922,-10.57174915737576,8.463632979395765e-05,0.0007254177385389253,-10.571057602211281,0.031700075408558785,0.0015446920311480853,81,27
108,-0.01703978457522613,-10.425030672991717,8.360449404184085e-05,0.0007205138659898054,-10.424347383004648,0.03263837319833261,0.001559858871868202,81,27
109,-0.01766367933862371,-10.264665532995153,8.44299162660415e-05,0.0007359819547100751,-10.263975496645328,0.033354759216308594,0.001569107987265459,81,27
110,-0.015785430052122216,-10.700132299352575,8.21809744930188e-05,0.0007115282523618252,-10.699460488778573,0.03199937608506945,0.0016213945805865488,81,27
111,-0.014451576615281311,-10.61489670364945,8.179697774553292e-05,0.0007039514247379783,-10.614228283917463,0.02918354081518856,0.0014731964063370761,81,27
112,-0.015576784740443583,-10.586153030395508,8.155214608349424e-05,0.0007071972747022907,-10.585486518012154,0.03148045951937452,0.0015903674684074006,81,27
113,-0.016965643249820046,-10.883853029321742,8.203496300093657e-05,0.0007298024095318935,-10.883182207743326,0.03190678726007909,0.0014941144086432034,81,27
114,-0.017018559894719978,-10.133564631144205,8.607863330528037e-05,0.0007195206341782102,-10.13286159656666,0.032294367566520786,0.0015275807685454456,81,27
115,-0.015104856296086017,-11.122756286903664,8.408705118064838e-05,0.0006976563535216781,-11.122069641395852,0.030872250780647183,0.0015767394470907518,81,27
116,-0.014996691480462935,-11.068877149511266,8.653441438110787e-05,0.0007000920692613969,-11.06817083005552,0.030952488934552227,0.0015955797582002426,81,27
117,-0.013503178442471925,-11.554691208733452,8.497743692714721e-05,0.0007081398399788197,-11.553997216401276,0.028563205106758777,0.001506002656152518,81,27
118,-0.014443323154140401,-11.328457655730071,8.385062392335385e-05,0.0006944003732685276,-11.327772952892163,0.029670079549153645,0.0015226756499212143,81,27
119,-0.017168383435978565,-10.829027988292554,8.666740541229956e-05,0.0007186074831729962,-10.828320220664695,0.03206263648139106,0.0014894253047568332,81,27
120,-0.016263392115770665,-10.738137916282371,8.703804713958461e-05,0.000738148234732863,-10.737426899097583,0.031704879101411794,0.0015441487000013392,81,27
