方法,特征名称,真实均值,生成均值,均值相对误差_%,真实标准差,生成标准差,标准差相对误差_%,JS散度,Wasserstein距离
VAE先验采样,均方根_RMS,0.019871395276507355,0.010099489393058358,49.175741043760134,0.006194364820310306,0.0021147809003724317,65.8596004210632,0.6079229429439825,0.009771905883448999
VAE先验采样,峰值_Peak,0.06484540053915322,0.02896805739676727,55.32750641299559,0.013322823315486577,0.004975990162277864,62.65063308975785,0.6850593904094437,0.03587734314238595
VAE先验采样,峰峰值_PeakToPeak,0.12137443612394737,0.054788635550802926,54.85982279217227,0.024503759509958648,0.009088000551897213,62.91181135354823,0.6900770041687344,0.06658580057314444
VAE先验采样,偏度_Skewness,-0.11217979618308442,-0.01907606511420929,82.99509736681468,0.11784358095383264,0.19741646132338936,67.52415339453711,0.15180140605130948,0.10339162442670372
VAE先验采样,峭度_Kurtosis,2.676887864099745,2.4663929446319806,7.863419394240354,0.34885109577561985,0.22545720282088558,35.37150791515564,0.2551131200549551,0.22058131031154357
VAE先验采样,峰值因子_CrestFactor,3.376791061653246,2.8996064404358783,14.131304321316257,0.4805442385290546,0.275687400528183,42.63017253677036,0.19149162822758165,0.47718462121736793
VAE先验采样,频率重心_Hz,1096.0552237507045,482.83859198620604,55.94760359483245,353.53888036796917,92.69514106077598,73.78077880308437,0.5737269320517713,613.2166317644984
VAE先验采样,0到1kHz能量占比,0.6599279432157471,0.8750027265199135,32.590646526620425,0.1635673172604823,0.0616156092170152,62.33012178128767,0.44076460549092744,0.21507478330416646
VAE先验采样,1到3kHz能量占比,0.250237199148208,0.11990688332620014,52.08271043039301,0.13438672206315216,0.060328803614374246,55.10806224846001,0.3100473320736562,0.13033031582200785
VAE先验采样,3到5kHz能量占比,0.08979808398546973,0.004999928192938556,94.43203243101276,0.03479106707298746,0.0015564158506977735,95.52639231102667,0.6931471805594779,0.08479815579253118
VAE先验采样,一倍频能量占比,0.0923893787756238,0.12760736219076574,38.11908238964449,0.042951187805842804,0.10647552792298232,147.89891353602815,0.30771913768975956,0.04612917127081878
VAE先验采样,二倍频能量占比,0.0026139219102549994,0.001903665371905048,27.172064142074625,0.0012685707346363454,0.002004957728987134,58.048556037468366,0.19785252366268727,0.0010974140812391488
VAE先验采样,三四倍频能量占比,0.4978631638237974,0.6373698775830411,28.021095733914827,0.24627859907819133,0.16113114365482664,34.5736315464363,0.39428116303503685,0.15220536843778615
VAE残差扩充,均方根_RMS,0.019871395276507355,0.019705899173387446,0.8328358467471902,0.006194364820310306,0.005963611417346169,3.7252149271267068,0.01744761454305513,0.0002536665715430817
VAE残差扩充,峰值_Peak,0.06484540053915322,0.05914296195090227,8.793898319310895,0.013322823315486577,0.005549161918397629,58.348453720535986,0.2454377779597075,0.006170689353435584
VAE残差扩充,峰峰值_PeakToPeak,0.12137443612394737,0.11177179796401442,7.911582097936701,0.024503759509958648,0.010947249547957536,55.3242042550178,0.2287480891880912,0.010363594615001994
VAE残差扩充,偏度_Skewness,-0.11217979618308442,-0.11199289022745575,0.16661285007325757,0.11784358095383264,0.11667263639512057,0.9936430556712903,0.022992368640287877,0.007397691181046491
VAE残差扩充,峭度_Kurtosis,2.676887864099745,2.6622970735767315,0.5450654365723647,0.34885109577561985,0.3735463646433153,7.079028607526178,0.07475251089336041,0.02398374871290017
VAE残差扩充,峰值因子_CrestFactor,3.376791061653246,3.1892967340362945,5.552440888217122,0.4805442385290546,0.6668619535390233,38.77222949959807,0.17007171924968187,0.18787573273388566
VAE残差扩充,频率重心_Hz,1096.0552237507045,1102.1754915581291,0.5583904601522762,353.53888036796917,352.027986692396,0.42736280490581924,0.008129571403402553,8.716140239856959
VAE残差扩充,0到1kHz能量占比,0.6599279432157471,0.6567631260431099,0.47957011142922834,0.1635673172604823,0.1630292487003981,0.3289584796601119,0.009880337765391307,0.004175164991774244
VAE残差扩充,1到3kHz能量占比,0.250237199148208,0.25308022322079843,1.136131671173,0.13438672206315216,0.13437694822756793,0.007272917617237259,0.007631585001447316,0.0036536615751555685
VAE残差扩充,3到5kHz能量占比,0.08979808398546973,0.0901162624849862,0.35432660185089637,0.03479106707298746,0.03467636194577974,0.32969706552484224,0.006512547032745056,0.0009570950887593754
VAE残差扩充,一倍频能量占比,0.0923893787756238,0.09100443484925186,1.4990293740586913,0.042951187805842804,0.04208964001366808,2.0058765220864685,0.09985186398124082,0.0034306229103915607
VAE残差扩充,二倍频能量占比,0.0026139219102549994,0.0025256657523372696,3.3763884658419703,0.0012685707346363454,0.001265015191248134,0.28027947424057165,0.013265216840522707,9.873235125944364e-05
VAE残差扩充,三四倍频能量占比,0.4978631638237974,0.4959693445833688,0.3803895082093466,0.24627859907819133,0.24368090613301907,1.0547781881514462,0.016239582892823304,0.005989439188068548
