轮次,判别器损失,生成器损失,Wasserstein估计,梯度惩罚,判别器更新次数,生成器更新次数
337,-15.460020241913972,-44.27138646443685,21.50552241007487,0.6045502166689178,81,27
338,-15.18238158284882,-44.71606699625651,20.951249864366318,0.5768868314263261,81,27
339,-15.719506770004461,-44.36979420979818,21.70098274136767,0.5981476025448905,81,27
340,-15.678247922732506,-44.25347561306424,21.654153282259717,0.5975905388225744,81,27
341,-16.11851973592499,-44.25720949526186,22.119759453667534,0.600123973172388,81,27
342,-15.202332072787815,-44.121921115451386,20.984854757049938,0.5782522658507029,81,27
343,-15.781767539036126,-44.47374442771629,21.799177052062234,0.6017409524431935,81,27
344,-15.382122722672827,-44.240787223533346,21.1083671193064,0.5726244398105291,81,27
345,-15.735257808073067,-44.31676949395074,21.535913396764684,0.5800655548587258,81,27
346,-15.63990271532977,-45.351584399188006,21.60904453418873,0.5969141762197754,81,27
347,-15.611846170307677,-45.13599805478697,21.47745904804748,0.5865612856031935,81,27
348,-15.873026058997636,-45.404631014223455,21.818974106400102,0.5945948042251445,81,27
349,-15.723247987252694,-45.550902472602,21.87641610039605,0.615316813742673,81,27
350,-15.441635732297543,-45.520771733036746,21.3847902086046,0.5943154477410846,81,27
351,-15.389572861753864,-45.25445740311234,21.037834732620805,0.5648261853206304,81,27
352,-15.660692650594829,-45.172621974238645,21.541466559892818,0.5880773889797705,81,27
353,-15.452557504912953,-45.41979923954717,21.36451240822121,0.5911954869458704,81,27
354,-15.167155218713077,-45.16205173068576,20.968712700737846,0.5801557425731494,81,27
355,-15.633867334436488,-45.052561300772204,21.52040429762852,0.5886536902851529,81,27
356,-15.422404477625717,-45.18211944014938,21.215953120478876,0.5793548612682907,81,27
357,-15.400286415476858,-45.53877102887189,21.138968714961297,0.5738682249262009,81,27
358,-15.586178202687957,-45.22541243941696,21.464555434238765,0.5878377221984628,81,27
359,-16.16353079713421,-44.652426401774086,22.107755260703005,0.5944224459889494,81,27
360,-15.379305957276145,-45.26493312694408,21.580242298267507,0.6200936285801876,81,27
361,-15.506319399233218,-45.30652067396376,21.3458901864511,0.5839570762566578,81,27
362,-15.523026360405815,-44.99698879100658,21.309056835410036,0.5786030539024023,81,27
363,-15.24464577804377,-45.401831167715564,21.135724809434677,0.5891079080325586,81,27
364,-15.488342697237744,-45.80741458468967,21.279738390887225,0.5791395714989415,81,27
365,-15.909342730486834,-45.34207478276006,21.948785428647643,0.6039442716189373,81,27
366,-14.974135516602317,-45.17109595404731,20.649314644895952,0.5675179213285446,81,27
367,-15.542452411887087,-44.99808911924009,21.45699687062958,0.5914544450280107,81,27
368,-15.628667595945759,-44.90025258947302,21.61667256296417,0.5988005066727414,81,27
369,-15.562673286155418,-44.905883930347585,21.31599567554615,0.5753322429495094,81,27
370,-15.21560142658375,-45.8882477371781,21.13002574590989,0.5914424265976306,81,27
371,-15.325605286492241,-45.291631910536026,21.120048570044247,0.579444318641851,81,27
372,-15.055194678129974,-45.195454632794416,20.806329373960143,0.5751134677801604,81,27
373,-15.490810300097053,-44.9930094966182,21.258012936439044,0.5767202552086041,81,27
374,-15.346439338024751,-45.074433927182795,21.203596515420042,0.5857157149800548,81,27
375,-15.266990814679934,-45.62489700317383,21.046188872537495,0.5779198086188163,81,27
376,-15.548769350405093,-45.73011610243056,21.32739997204439,0.5778630631573406,81,27
377,-15.606693279596023,-45.263641357421875,21.491551293267143,0.5884858035011056,81,27
378,-15.534205942978094,-45.97361232616283,21.50272543636369,0.5968519519140691,81,27
379,-15.693507853849434,-45.35620357372142,21.641699567253205,0.5948191699054506,81,27
380,-15.745170028121382,-45.660955641004776,21.76731542893398,0.602214535077413,81,27
381,-15.423735441984954,-45.277172795048465,21.292516119686173,0.5868780642379949,81,27
382,-15.405166849677945,-45.56352346914786,21.31270076610424,0.5907533923049032,81,27
383,-15.123846807597596,-45.9089276349103,20.877839029571156,0.5753992205416715,81,27
384,-15.036640897209262,-46.02702599984628,20.874170421082297,0.5837529496646222,81,27
385,-15.259737132508079,-45.72923872205946,21.028165840808256,0.5768428794395777,81,27
386,-15.387039643746835,-46.16147514625832,21.130694919162327,0.5743655253339697,81,27
387,-15.1995143301693,-46.04584107575593,21.039422117633585,0.5839907808436288,81,27
388,-15.26607577006022,-46.09558472809968,21.166057775050035,0.5899982067905827,81,27
389,-15.269166663840965,-46.08948926572447,20.99379532425492,0.5724628659678094,81,27
390,-15.425255257406352,-46.308917151557075,21.266125714337385,0.5840870530149083,81,27
391,-15.240512294533811,-46.04456541273329,21.016981996135947,0.5776469709328663,81,27
392,-15.202964747393573,-45.39487612688983,20.966972209789134,0.5764007411989165,81,27
393,-15.417115282129359,-45.69957450584129,21.18026441409264,0.5763149070151058,81,27
394,-15.352195257022057,-45.6111981427228,21.154950318513094,0.5802755078047882,81,27
395,-15.563912415210112,-45.96435871830693,21.62479923389576,0.606088681537428,81,27
396,-15.075339988425926,-46.242298691361036,20.80345224451136,0.5728112273378136,81,27
397,-15.218299524283703,-46.11484937314634,21.05717364652657,0.583887407809128,81,27
398,-15.055782977445626,-46.43777536462854,20.7367941773968,0.5681011189281204,81,27
399,-15.36069576828568,-46.65886928417064,21.16339337384259,0.5802697607396562,81,27
400,-15.654878298441568,-46.422357912416814,21.559073742525076,0.5904195507367452,81,27
401,-15.755732406804592,-45.819254839861834,21.932138042685427,0.6176405683343793,81,27
402,-15.728209460223162,-45.566531852439596,21.63167812206127,0.590346865263986,81,27
403,-15.581082720815399,-45.6341306898329,21.713132316683545,0.6132049599179515,81,27
404,-15.264333913355697,-45.61229140670211,21.03722640614451,0.5772892520015622,81,27
405,-15.353020020473151,-44.879282492178454,21.213237903736257,0.5860217782082381,81,27
406,-14.839549594455296,-43.81105903342918,20.748088554099755,0.590853891806838,81,27
407,-15.07981127279776,-43.01089745980722,20.566456735869984,0.5486645468591173,81,27
408,-15.252504548908751,-42.09150286074038,21.02078421321916,0.5768279751509796,81,27
409,-15.222340254136073,-42.02444175437645,20.80614056999301,0.5583800298196299,81,27
410,-15.330099094061204,-41.4060014795374,21.237804554126882,0.5907705477726313,81,27
411,-15.260582087952415,-41.373237751148366,21.016188162344474,0.5755606076599639,81,27
412,-14.921575875929845,-39.89981997454608,20.712435216079523,0.5790859264908014,81,27
413,-15.084558180820794,-37.604394135651766,20.697187776918764,0.5612629550842592,81,27
414,-14.878682395558299,-37.35518038714373,20.466009822892556,0.5587327443523171,81,27
415,-15.311481793721518,-36.977144170690465,21.081105714962806,0.5769623946628453,81,27
416,-15.080470944628303,-38.058304398148145,20.807721691367068,0.5727250782060035,81,27
417,-15.332029130723742,-36.591355641682945,20.995644510528187,0.5663615419172946,81,27
418,-15.137518188099802,-37.55682486074942,20.781006236135223,0.5643488049139211,81,27
419,-15.485555236722217,-37.626244439019096,21.30585757596993,0.5820302363531089,81,27
420,-15.136612774413308,-36.95766406589084,20.617199509232133,0.5480586653690279,81,27
421,-15.631077530943317,-37.072615164297595,21.49238336822133,0.5861305782088527,81,27
422,-14.926350157937886,-37.94299288149233,20.670643229543426,0.5744293127898816,81,27
423,-15.37575735869231,-37.0375766047725,21.051681047604408,0.567592367713834,81,27
424,-15.344949062959648,-37.09133798104745,21.056671660623433,0.5711722591041047,81,27
425,-15.356222658981512,-37.71017809267397,21.092244890001083,0.5736022175830088,81,27
426,-15.554458818317931,-37.592083542435255,21.4931965580693,0.593873777139334,81,27
427,-15.10027148399824,-37.58962701868128,20.724495028272088,0.5624223498650539,81,27
428,-15.103297739853094,-37.32795842488607,20.671682098765434,0.5568384369950236,81,27
429,-15.147225544776445,-37.57008411266185,21.02479958239897,0.5877574036518732,81,27
430,-15.11248877019058,-37.35258596914786,20.673502415786555,0.556101370188925,81,27
431,-15.519391001006703,-36.76159922281901,21.340871269320264,0.5821480287445916,81,27
432,-15.465745666880666,-37.379545282434535,21.40301956365138,0.5937273875798708,81,27
433,-14.933156767009217,-37.20754969561541,20.708225061864027,0.5775068282713125,81,27
434,-15.586596924581645,-37.72399972986292,21.396882940221715,0.5810286091801561,81,27
435,-15.116653006753804,-37.99481568513093,20.893051288746022,0.5776398211349676,81,27
436,-15.292172620325912,-37.62037658691406,20.919908452917028,0.5627735875270985,81,27
437,-15.342319559167933,-37.429355480052806,21.13759622456115,0.5795276569731441,81,27
438,-15.078964998692642,-37.6517377782751,20.635231300636573,0.5556266228725881,81,27
439,-15.224292201760374,-37.434206079553675,21.104010640839,0.5879718416634901,81,27
440,-14.807431150365758,-37.181362293384694,20.56053321744189,0.5753102098350171,81,27
441,-15.310310128294391,-37.234428829616974,21.086837627269603,0.5776527503758301,81,27
442,-15.214959144592285,-37.39108022054037,20.883238427432968,0.5668279263708327,81,27
443,-15.447570035487045,-36.5123809531883,21.238501560540847,0.5790931532780329,81,27
444,-15.272823004075038,-36.88353983561198,21.043268792423202,0.5770445740149345,81,27
445,-15.301055401931574,-36.798709869384766,20.991491482581623,0.5690436105669281,81,27
446,-15.2566209251498,-37.257090674506294,21.043066095422816,0.5786445201547058,81,27
447,-15.308334998142572,-37.21833645855939,21.285935390142747,0.5977600360358203,81,27
448,-15.259760326809353,-36.847729718243635,20.884002167501567,0.5624241812361611,81,27
449,-15.114694395183045,-37.122334656892,21.068093523567107,0.5953399113114969,81,27
450,-14.94525283059956,-37.3660686634205,20.47730467054579,0.5532051812351486,81,27
451,-15.080609580616892,-37.15448153460467,20.801228511480637,0.5720618976119124,81,27
452,-15.111059636245539,-36.92439863416884,20.859979182113836,0.5748919704814016,81,27
453,-15.220466566674503,-37.382480762622976,21.044186533233265,0.5823719883222639,81,27
454,-15.491208888866284,-37.449667612711586,21.186389357955367,0.5695180454647836,81,27
455,-15.205356068081326,-36.694755695484304,21.126055493766877,0.5920699441138609,81,27
456,-15.364531022531015,-37.13498461688006,21.20416862581983,0.5839637685337185,81,27
457,-14.845516404987853,-37.18562133223922,20.543157553967134,0.5697641175838164,81,27
458,-15.356024035701045,-36.989017769142436,21.096051345636816,0.5740027361445956,81,27
459,-14.991509673036175,-37.25511579160337,20.689162737057533,0.5697653030539737,81,27
460,-15.040438534301003,-37.4380260043674,20.802827293490186,0.5762388759557112,81,27
461,-14.87213734049856,-37.08224925288447,20.587697723765434,0.5715560339115284,81,27
462,-15.1267672409246,-37.06264764291269,20.858587900797527,0.5731820706967954,81,27
463,-15.163882502803096,-37.67691605179398,20.955086131154754,0.5791203681333565,81,27
464,-15.32187979898335,-37.727402439823855,21.311528900523246,0.5989649104483333,81,27
465,-15.310029606760285,-38.38906846223054,21.060770246717667,0.5750740628551554,81,27
466,-15.00963627850568,-38.065067008689596,20.729667098433882,0.5720030825447153,81,27
467,-15.241496933831108,-38.03301549840857,21.067352812967183,0.5825855961920302,81,27
468,-15.120758774839802,-38.06880795514142,20.92298865612642,0.5802229942730915,81,27
469,-15.22595688148781,-38.518965261953845,21.075309894703054,0.5849353006960433,81,27
470,-15.2635800279217,-37.976185692681206,21.03431682822145,0.5770736899640825,81,27
471,-14.499806722005209,-38.70708776403357,20.078351338704426,0.5578544535386709,81,27
472,-15.46252116450557,-38.76640673036928,21.24686328275704,0.5784342127081789,81,27
473,-15.137364987973813,-38.49638734040437,20.90487934630594,0.5767514326690156,81,27
474,-15.266136122338565,-38.81541456999602,21.22049793196313,0.595436183206829,81,27
475,-15.580177554377803,-38.86685505619756,21.373630382396556,0.5793452857085216,81,27
476,-15.17354389473244,-38.905364990234375,21.01791928138262,0.58443753844426,81,27
477,-15.250163066534348,-38.41119088066949,21.08945549858941,0.5839292493499355,81,27
478,-14.757712799825786,-38.46530999077691,20.447115721525968,0.56894028591521,81,27
479,-15.00041859238236,-35.74427399811921,20.683934294147257,0.5683515656877447,81,27
480,-15.058657351835274,-36.753127345332395,21.01736921145592,0.5958711942772806,81,27
481,-15.230808422889238,-36.267928512008105,21.034993936986098,0.580418541935491,81,27
482,-14.756226021566508,-36.01973484180592,20.612424073395907,0.585619815705735,81,27
483,-14.822464931158372,-35.79460158171477,20.494320339626736,0.5671855393383238,81,27
484,-15.183248213779779,-34.74331707424588,20.898991502361532,0.57157433051386,81,27
485,-14.934006019874856,-34.19758471736201,20.48543463812934,0.5551428645849228,81,27
486,-15.397917288321036,-33.7100259286386,21.116043585318106,0.571812633746936,81,27
487,-15.174848721351152,-33.90685660750778,21.096397399902344,0.5921548752137172,81,27
488,-14.988280343420712,-34.74182390283655,20.676522196075062,0.5688241793785567,81,27
489,-15.17954061060776,-34.53280886897334,20.9663735848886,0.5786832927921672,81,27
490,-15.028937092533818,-33.68432172139486,20.64938326235171,0.5620446162827221,81,27
491,-14.971398518409258,-34.09230634901259,20.860308517644434,0.5888910019471322,81,27
492,-14.753942725099163,-33.96278953552246,20.55895009452914,0.5805007434553571,81,27
493,-14.85761993314013,-34.032324614348234,20.47191787060396,0.5614297969473733,81,27
494,-15.061026690918723,-33.858635867083514,20.610832544020663,0.5549805850526432,81,27
495,-14.64334617426366,-34.24331594396521,20.374027817337602,0.5730681583101367,81,27
496,-14.73231738290669,-34.53811341744882,20.364183213975693,0.5631865954693452,81,27
497,-14.902081878096968,-34.4603495421233,20.48919936757029,0.5587117522954941,81,27
498,-14.77693200994421,-33.70267126295302,20.550756525110316,0.577382459960602,81,27
499,-14.63707255139763,-33.295481787787544,20.373698905662255,0.5736626390321755,81,27
500,-15.111221878616899,-32.90306501035337,20.79840933246377,0.5687187389459138,81,27
