轮次,判别器损失,生成器损失,Wasserstein估计,梯度惩罚,判别器更新次数,生成器更新次数
51,-25.42993667979299,-40.11253526475694,34.37723188047056,0.8947295200677565,81,27
52,-25.727663063708647,-40.31655445805303,34.84355276602286,0.9115889703418002,81,27
53,-25.96258987615138,-40.65876798276548,35.34795280739113,0.9385363139488079,81,27
54,-25.656468450287242,-41.053885565863716,34.891563085862145,0.9235094631159747,81,27
55,-25.574749228395063,-41.44669031213831,34.79104699028863,0.9216297839158847,81,27
56,-25.510822319690092,-41.10397819236473,34.68377106278031,0.9172948834336834,81,27
57,-25.806736651762034,-40.99281282778139,35.09383170987353,0.9287095106678245,81,27
58,-25.358108897268036,-42.524941762288414,34.73445294227129,0.9376343959643517,81,27
59,-25.59746057015878,-43.28148933693215,34.86426883273654,0.9266808327333427,81,27
60,-25.66807574990355,-43.12949173538773,35.19122964364511,0.9523153860627869,81,27
61,-25.214383207721475,-43.89679534346969,34.29464547428084,0.9080262235653254,81,27
62,-25.128883055698726,-44.93312454223633,34.287761594042365,0.9158878447832884,81,27
63,-25.431444709683642,-44.41682208025897,34.889753176842206,0.9458308477460602,81,27
64,-25.027588738335503,-45.63674615930628,34.37554201667692,0.9347953255529757,81,27
65,-25.08903025403435,-45.75739966498481,34.28888146671248,0.9199851291415132,81,27
66,-24.861988091174467,-45.71618256745515,34.08599759325569,0.9224009488099887,81,27
67,-24.972021432570468,-47.439160664876304,34.37351853170512,0.940149701303906,81,27
68,-25.248884530715,-46.83630512378834,34.597284999894505,0.9348400437537535,81,27
69,-25.311837938096787,-47.76106106793439,34.71203401353624,0.9400196071760154,81,27
70,-25.152674969331716,-48.382619363290296,34.72508324517144,0.9572408118365724,81,27
71,-25.201358536143363,-48.66862063937717,34.5589798350393,0.9357621323915175,81,27
72,-25.446617291297443,-49.780555725097656,34.7932568302861,0.9346639576517506,81,27
73,-25.01197890293451,-50.16847356160482,34.498920723244,0.9486941761440701,81,27
74,-24.842163533340266,-50.55419498019748,34.11650669427566,0.9274343145482334,81,27
75,-25.306120625248663,-50.65742520932798,34.81617397732205,0.9510053307921799,81,27
76,-25.153439392278223,-50.86905048511647,34.71670211980372,0.9563262727525499,81,27
77,-25.436976303288965,-51.1854370964898,34.822554129141345,0.9385577806352098,81,27
78,-25.349232779608833,-51.918625866925275,35.060383879108194,0.971115114144337,81,27
79,-25.417550216486426,-52.02776336669922,35.07838604774004,0.966083578121515,81,27
80,-25.203215304716135,-52.843421653464986,35.086889996940705,0.9883674714300368,81,27
81,-24.913684138545282,-52.84970841584382,34.373116999496645,0.9459432823422514,81,27
82,-25.032046965610835,-52.89963870578342,34.52563881579741,0.9493591831422147,81,27
83,-25.20941917984574,-53.41953856856735,34.85722073213554,0.9647801595705526,81,27
84,-24.857819451226128,-53.77608249805592,34.25554920714578,0.9397729745617619,81,27
85,-25.173682931028765,-53.54379187689887,34.86729299286265,0.9693610024305037,81,27
86,-24.87731975979275,-54.55059786196108,34.44778611924913,0.957046639772109,81,27
87,-25.04984657852738,-55.299395949752245,34.82095718383789,0.9771110617820128,81,27
88,-24.890375678921924,-55.13806830512153,34.34515771748107,0.9454782119503727,81,27
